ds,y
2023-01-10 20:28:27.309999872,88.27579
2023-01-10 20:29:27.309999872,88.28725
2023-01-10 20:30:27.309999872,88.27914
2023-01-10 20:31:27.309999872,88.26574
2023-01-10 20:32:27.309999872,88.24645
2023-01-10 20:33:27.309999872,88.294395
2023-01-10 20:34:27.309999872,88.28949
2023-01-10 20:35:27.309999872,88.25958
2023-01-10 20:36:27.312000000,88.28834
2023-01-10 20:37:27.309999872,88.251015
2023-01-10 20:38:27.309999872,88.27437
2023-01-10 20:39:27.309999872,88.29267
2023-01-10 20:40:27.309999872,88.28689
2023-01-10 20:41:27.309999872,88.255165
2023-01-10 20:42:27.309999872,88.26771
2023-01-10 20:43:27.309999872,88.280624
2023-01-10 20:44:27.309999872,88.250656
2023-01-10 20:45:27.309999872,88.29231
2023-01-10 20:46:27.309999872,88.26596
2023-01-10 20:47:27.309999872,88.27543
2023-01-10 20:48:27.309999872,88.28386
2023-01-10 20:49:27.309999872,88.27721
2023-01-10 20:50:27.309999872,88.27243
2023-01-10 20:51:27.309999872,88.260376
2023-01-10 20:52:27.309999872,88.2538
2023-01-10 20:53:27.309999872,88.26036
2023-01-10 20:54:27.309999872,88.27003
2023-01-10 20:55:27.309999872,88.28739
2023-01-10 20:56:27.309999872,88.24744
2023-01-10 20:57:27.309999872,88.25614
2023-01-10 20:58:27.309999872,88.23303
2023-01-10 20:59:27.309999872,88.26939
2023-01-10 21:00:27.309999872,88.26759
2023-01-10 21:01:27.309999872,88.230225
2023-01-10 21:02:27.309999872,88.24756
2023-01-10 21:03:27.309999872,88.27064
2023-01-10 21:04:27.309999872,88.23845
2023-01-10 21:05:27.309999872,88.25189
2023-01-10 21:06:27.309999872,88.26624
2023-01-10 21:07:27.309999872,88.2202
2023-01-10 21:08:27.309999872,88.23661
2023-01-10 21:09:27.309999872,88.22855
2023-01-10 21:10:27.309999872,88.258316
2023-01-10 21:11:27.309999872,88.24024
2023-01-10 21:12:27.309999872,88.23717
2023-01-10 21:13:27.309999872,88.25548
2023-01-10 21:14:27.309999872,88.21663
2023-01-10 21:15:27.309999872,88.27465
2023-01-10 21:16:27.309999872,88.2496
2023-01-10 21:17:27.309999872,88.22546
2023-01-10 21:18:27.309999872,88.2484
2023-01-10 21:19:27.309999872,88.21461
2023-01-10 21:20:27.309999872,88.2413
2023-01-10 21:21:27.309999872,88.26496
2023-01-10 21:22:27.411000064,88.22889
2023-01-10 21:23:27.309999872,88.2239
2023-01-10 21:24:27.309999872,88.23164
2023-01-10 21:25:27.309999872,88.23052
2023-01-10 21:26:27.309999872,88.23836
2023-01-10 21:27:27.309999872,88.23885
2023-01-10 21:28:27.309999872,88.229935
2023-01-10 21:29:27.309999872,88.22325
2023-01-10 21:30:27.309999872,88.221756
2023-01-10 21:31:27.309999872,88.23239
2023-01-10 21:32:27.309999872,88.22722
2023-01-10 21:33:27.309999872,88.22988
2023-01-10 21:34:27.309999872,88.207085
2023-01-10 21:35:27.309999872,88.22498
2023-01-10 21:36:27.312000000,88.233345
2023-01-10 21:37:27.309999872,88.23494
2023-01-10 21:38:27.309999872,88.21539
2023-01-10 21:39:27.309999872,88.22265
2023-01-10 21:40:27.309999872,88.20251
2023-01-10 21:41:27.312000000,88.22786
2023-01-10 21:42:27.309999872,88.21839
2023-01-10 21:43:27.309999872,88.21163
2023-01-10 21:44:27.309999872,88.18926
2023-01-10 21:45:27.309999872,88.23178
2023-01-10 21:46:27.309999872,88.198875
2023-01-10 21:47:27.309999872,88.22338
2023-01-10 21:48:27.309999872,88.22747
2023-01-10 21:49:27.312000000,88.21099
2023-01-10 21:50:27.309999872,88.1838
2023-01-10 21:51:27.309999872,88.21738
2023-01-10 21:52:27.309999872,88.20116
2023-01-10 21:53:27.309999872,88.186165
2023-01-10 21:54:27.309999872,88.205734
2023-01-10 21:55:27.309999872,88.18655
2023-01-10 21:56:27.309999872,88.20186
2023-01-10 21:57:27.309999872,88.21907
2023-01-10 21:58:27.309999872,88.21423
2023-01-10 21:59:27.309999872,88.19282
2023-01-10 22:00:27.309999872,88.205864
2023-01-10 22:01:27.309999872,88.1926
2023-01-10 22:02:27.309999872,88.20102
2023-01-10 22:03:27.315000064,88.20099
2023-01-10 22:04:27.309999872,88.17885
2023-01-10 22:05:27.312999936,88.19112
2023-01-10 22:06:27.309999872,88.19789
2023-01-10 22:07:27.309999872,88.18429
2023-01-10 22:08:27.309999872,88.191444
2023-01-10 22:09:27.309999872,88.22036
2023-01-10 22:10:27.309999872,88.205185
2023-01-10 22:11:27.309999872,88.183426
2023-01-10 22:12:27.309999872,88.18745
2023-01-10 22:13:27.309999872,88.191666
2023-01-10 22:14:27.309999872,88.18921
2023-01-10 22:15:27.309999872,88.1842
2023-01-10 22:16:27.309999872,88.15644
2023-01-10 22:17:27.312000000,88.18733
2023-01-10 22:18:27.309999872,88.20197
2023-01-10 22:19:27.309999872,88.214584
2023-01-10 22:20:27.309999872,88.19349
2023-01-10 22:21:27.309999872,88.20207
2023-01-10 22:22:27.309999872,88.16468
2023-01-10 22:23:27.309999872,88.18342
2023-01-10 22:24:27.309999872,88.18172
2023-01-10 22:25:27.309999872,88.19154
2023-01-10 22:26:27.309999872,88.16095
2023-01-10 22:27:27.309999872,88.18752
2023-01-10 22:28:27.309999872,88.16659
2023-01-10 22:29:27.309999872,88.1612
2023-01-10 22:30:27.309999872,88.1528
2023-01-10 22:31:27.309999872,88.155716
2023-01-10 22:32:27.309999872,88.16069
2023-01-10 22:33:27.309999872,88.15884
2023-01-10 22:34:27.309999872,88.183044
2023-01-10 22:35:27.309999872,88.16133
2023-01-10 22:36:27.309999872,88.17866
2023-01-10 22:37:27.309999872,88.16977
2023-01-10 22:38:27.309999872,88.145584
2023-01-10 22:39:27.309999872,88.17209
2023-01-10 22:40:27.309999872,88.1633
2023-01-10 22:41:27.309999872,88.145424
2023-01-10 22:42:27.309999872,88.15727
2023-01-10 22:43:27.309999872,88.123634
2023-01-10 22:44:27.309999872,88.14863
2023-01-10 22:45:27.309999872,88.17136
2023-01-10 22:46:27.309999872,88.173386
2023-01-10 22:47:27.313999872,88.144165
2023-01-10 22:48:27.309999872,88.12797
2023-01-10 22:49:27.309999872,88.12405
2023-01-10 22:50:27.309999872,88.15198
2023-01-10 22:51:27.309999872,88.169106
2023-01-10 22:52:27.309999872,88.13133
2023-01-10 22:53:27.309999872,88.13961
2023-01-10 22:54:27.309999872,88.153915
2023-01-10 22:55:27.309999872,88.125854
2023-01-10 22:56:27.309999872,88.13633
2023-01-10 22:57:27.309999872,88.14979
2023-01-10 22:58:27.312000000,88.1188
2023-01-10 22:59:27.309999872,88.09518
2023-01-10 23:00:27.309999872,88.125046
2023-01-10 23:01:27.313999872,88.121735
2023-01-10 23:02:27.309999872,88.11735
2023-01-10 23:03:27.309999872,88.130974
2023-01-10 23:04:27.309999872,88.12149
2023-01-10 23:05:27.309999872,88.132286
2023-01-10 23:06:27.309999872,88.1433
2023-01-10 23:07:27.309999872,88.14556
2023-01-10 23:08:27.309999872,88.12491
2023-01-10 23:09:27.313999872,88.14367
2023-01-10 23:10:27.309999872,88.12543
2023-01-10 23:11:27.309999872,88.14267
2023-01-10 23:12:27.309999872,88.1215
2023-01-10 23:13:27.309999872,88.14685
2023-01-10 23:14:27.309999872,88.12183
2023-01-10 23:15:27.313999872,88.12794
2023-01-10 23:16:27.309999872,88.111534
2023-01-10 23:17:27.309999872,88.144455
2023-01-10 23:18:27.309999872,88.155396
2023-01-10 23:19:27.309999872,88.11373
2023-01-10 23:20:27.309999872,88.11093
2023-01-10 23:21:27.309999872,88.13549
2023-01-10 23:22:27.309999872,88.13533
2023-01-10 23:23:27.309999872,88.12494
2023-01-10 23:24:27.309999872,88.11863
2023-01-10 23:25:27.309999872,88.12144
2023-01-10 23:26:27.309999872,88.11336
2023-01-10 23:27:27.309999872,88.14188
2023-01-10 23:28:27.312000000,88.10981
2023-01-10 23:29:27.313999872,88.09736
2023-01-10 23:30:27.309999872,88.11224
2023-01-10 23:31:27.309999872,88.10767
2023-01-10 23:32:27.309999872,88.09682
2023-01-10 23:33:27.309999872,88.13251
2023-01-10 23:34:27.309999872,88.10511
2023-01-10 23:35:27.309999872,88.09551
2023-01-10 23:36:27.309999872,88.11495
2023-01-10 23:37:27.309999872,88.077286
2023-01-10 23:38:27.309999872,88.121086
2023-01-10 23:39:27.313999872,88.1152
2023-01-10 23:40:27.309999872,88.10196
2023-01-10 23:41:27.309999872,88.092445
2023-01-10 23:42:27.309999872,88.08768
2023-01-10 23:43:27.309999872,88.10579
2023-01-10 23:44:27.309999872,88.09464
2023-01-10 23:45:27.309999872,88.10507
2023-01-10 23:46:27.309999872,88.09276
2023-01-10 23:47:27.309999872,88.080124
2023-01-10 23:48:27.309999872,88.0836
2023-01-10 23:49:27.309999872,88.106674
2023-01-10 23:50:27.309999872,88.079384
2023-01-10 23:51:27.309999872,88.10854
2023-01-10 23:52:27.309999872,88.10527
2023-01-10 23:53:27.309999872,88.10622
2023-01-10 23:54:27.309999872,88.10107
2023-01-10 23:55:27.309999872,88.09717
2023-01-10 23:56:27.309999872,88.07523
2023-01-10 23:57:27.309999872,88.07837
2023-01-10 23:58:27.309999872,88.09453
2023-01-10 23:59:27.309999872,88.07642
2023-01-11 00:00:27.309999872,88.07252
2023-01-11 00:01:27.309999872,88.08773
2023-01-11 00:02:27.309999872,88.068245
2023-01-11 00:03:27.309999872,88.08657
2023-01-11 00:04:27.309999872,88.09742
2023-01-11 00:05:27.309999872,88.10183
2023-01-11 00:06:27.309999872,88.059975
2023-01-11 00:07:27.309999872,88.06983
2023-01-11 00:08:27.309999872,88.07204
2023-01-11 00:09:27.309999872,88.067856
2023-01-11 00:10:27.309999872,88.085014
2023-01-11 00:11:27.309999872,88.053566
2023-01-11 00:12:27.309999872,88.05314
2023-01-11 00:13:27.309999872,88.059906
2023-01-11 00:14:27.309999872,88.03552
2023-01-11 00:15:27.309999872,88.07805
2023-01-11 00:16:27.309999872,88.09473
2023-01-11 00:17:27.309999872,88.05688
2023-01-11 00:18:27.309999872,88.0571
2023-01-11 00:19:27.309999872,88.064705
2023-01-11 00:20:27.309999872,88.07272
2023-01-11 00:21:27.309999872,88.05792
2023-01-11 00:22:27.309999872,88.064674
2023-01-11 00:23:27.309999872,88.04432
2023-01-11 00:24:27.309999872,88.06095
2023-01-11 00:25:27.312000000,88.06934
2023-01-11 00:26:27.309999872,88.07226
2023-01-11 00:27:27.309999872,88.04594
2023-01-11 00:28:27.309999872,88.04178
2023-01-11 00:29:27.309999872,88.04515
2023-01-11 00:30:27.309999872,88.06671
2023-01-11 00:31:27.309999872,88.04777
2023-01-11 00:32:27.309999872,88.05759
2023-01-11 00:33:27.309999872,88.0503
2023-01-11 00:34:27.309999872,88.05189
2023-01-11 00:35:27.309999872,88.07127
2023-01-11 00:36:27.309999872,88.04608
2023-01-11 00:37:27.309999872,88.0654
2023-01-11 00:38:27.309999872,88.0278
2023-01-11 00:39:27.309999872,88.05175
2023-01-11 00:40:27.309999872,88.04244
2023-01-11 00:41:27.309999872,88.051414
2023-01-11 00:42:27.309999872,88.055336
2023-01-11 00:43:27.309999872,88.06815
2023-01-11 00:44:27.309999872,88.00917
2023-01-11 00:45:27.309999872,88.03341
2023-01-11 00:46:27.309999872,88.068245
2023-01-11 00:47:27.309999872,88.04837
2023-01-11 00:48:27.309999872,88.036064
2023-01-11 00:49:27.309999872,88.048935
2023-01-11 00:50:27.309999872,88.02702
2023-01-11 00:51:27.309999872,88.04286
2023-01-11 00:52:27.309999872,88.0637
2023-01-11 00:53:27.309999872,88.047966
2023-01-11 00:54:27.309999872,88.02575
2023-01-11 00:55:27.309999872,88.0432
2023-01-11 00:56:27.309999872,88.01894
2023-01-11 00:57:27.309999872,88.03986
2023-01-11 00:58:27.309999872,88.056526
2023-01-11 00:59:27.309999872,88.02185
2023-01-11 01:00:27.309999872,88.02513
2023-01-11 01:01:27.309999872,88.03978
2023-01-11 01:02:27.309999872,88.045654
2023-01-11 01:03:27.309999872,88.02433
2023-01-11 01:04:27.309999872,88.0204
2023-01-11 01:05:27.309999872,88.010506
2023-01-11 01:06:27.309999872,88.021034
2023-01-11 01:07:27.309999872,88.04594
2023-01-11 01:08:27.309999872,88.02576
2023-01-11 01:09:27.309999872,88.024796
2023-01-11 01:10:27.309999872,87.993416
2023-01-11 01:11:27.309999872,88.00082
2023-01-11 01:12:27.309999872,88.021225
2023-01-11 01:13:27.309999872,88.01261
2023-01-11 01:14:27.309999872,88.02834
2023-01-11 01:15:27.309999872,88.01008
2023-01-11 01:16:27.309999872,88.00891
2023-01-11 01:17:27.309999872,87.99211
2023-01-11 01:18:27.309999872,88.017334
2023-01-11 01:19:27.309999872,88.024506
2023-01-11 01:20:27.309999872,87.992226
2023-01-11 01:21:27.309999872,88.015816
2023-01-11 01:22:27.309999872,88.02065
2023-01-11 01:23:27.309999872,88.00057
2023-01-11 01:24:27.309999872,88.036285
2023-01-11 01:25:27.309999872,88.03353
2023-01-11 01:26:27.309999872,87.99844
2023-01-11 01:27:27.309999872,88.014206
2023-01-11 01:28:27.309999872,88.01891
2023-01-11 01:29:27.309999872,88.0311
2023-01-11 01:30:27.309999872,88.0023
2023-01-11 01:31:27.309999872,88.00318
2023-01-11 01:32:27.309999872,87.99942
2023-01-11 01:33:27.309999872,88.00513
2023-01-11 01:34:27.309999872,88.02862
2023-01-11 01:35:27.309999872,88.021126
2023-01-11 01:36:27.309999872,87.986946
2023-01-11 01:37:27.309999872,88.00393
2023-01-11 01:38:27.309999872,87.99901
2023-01-11 01:39:27.309999872,87.97956
2023-01-11 01:40:27.309999872,88.03012
2023-01-11 01:41:27.309999872,88.00661
2023-01-11 01:42:27.309999872,87.98595
2023-01-11 01:43:27.309999872,87.98941
2023-01-11 01:44:27.309999872,87.9976
2023-01-11 01:45:27.309999872,88.002266
2023-01-11 01:46:27.309999872,88.00485
2023-01-11 01:47:27.309999872,87.99422
2023-01-11 01:48:27.309999872,87.997635
2023-01-11 01:49:27.309999872,88.00913
2023-01-11 01:50:27.309999872,87.99052
2023-01-11 01:51:27.309999872,87.98837
2023-01-11 01:52:27.309999872,87.98604
2023-01-11 01:53:27.309999872,87.96417
2023-01-11 01:54:27.309999872,87.97283
2023-01-11 01:55:27.309999872,88.02124
2023-01-11 01:56:27.309999872,88.013626
2023-01-11 01:57:27.309999872,88.00212
2023-01-11 01:58:27.309999872,87.992256
2023-01-11 01:59:27.309999872,87.987854
2023-01-11 02:00:27.309999872,87.95867
2023-01-11 02:01:27.309999872,87.99579
2023-01-11 02:02:27.309999872,87.98692
2023-01-11 02:03:27.309999872,87.974335
2023-01-11 02:04:27.309999872,87.981255
2023-01-11 02:05:27.313999872,87.959305
2023-01-11 02:06:27.309999872,87.984436
2023-01-11 02:07:27.312000000,87.99616
2023-01-11 02:08:27.309999872,87.95991
2023-01-11 02:09:27.309999872,87.95256
2023-01-11 02:10:27.309999872,87.99202
2023-01-11 02:11:27.309999872,87.98667
2023-01-11 02:12:27.309999872,87.96661
2023-01-11 02:13:27.309999872,87.96636
2023-01-11 02:14:27.309999872,87.94911
2023-01-11 02:15:27.309999872,87.93456
2023-01-11 02:16:27.309999872,87.95002
2023-01-11 02:17:27.309999872,87.9834
2023-01-11 02:18:27.309999872,87.94312
2023-01-11 02:19:27.309999872,87.96214
2023-01-11 02:20:27.309999872,87.950516
2023-01-11 02:21:27.309999872,87.97154
2023-01-11 02:22:27.309999872,87.99245
2023-01-11 02:23:27.309999872,87.97086
2023-01-11 02:24:27.309999872,87.95656
2023-01-11 02:25:27.309999872,87.97435
2023-01-11 02:26:27.309999872,87.97047
2023-01-11 02:27:27.309999872,87.9819
2023-01-11 02:28:27.309999872,87.97558
2023-01-11 02:29:27.309999872,87.95529
2023-01-11 02:30:27.309999872,87.96647
2023-01-11 02:31:27.309999872,87.96093
2023-01-11 02:32:27.309999872,87.96887
2023-01-11 02:33:27.309999872,87.97017
2023-01-11 02:34:27.309999872,87.98045
2023-01-11 02:35:27.309999872,87.97084
2023-01-11 02:36:27.309999872,87.98047
2023-01-11 02:37:27.309999872,87.97417
2023-01-11 02:38:27.309999872,87.98739
2023-01-11 02:39:27.309999872,87.94444
2023-01-11 02:40:27.309999872,87.97252
2023-01-11 02:41:27.309999872,87.94773
2023-01-11 02:42:27.309999872,87.94758
2023-01-11 02:43:27.309999872,87.97996
2023-01-11 02:44:27.309999872,87.94312
2023-01-11 02:45:27.309999872,87.92711
2023-01-11 02:46:27.309999872,87.96579
2023-01-11 02:47:27.309999872,87.96177
2023-01-11 02:48:27.309999872,87.96298
2023-01-11 02:49:27.309999872,87.937675
2023-01-11 02:50:27.309999872,87.94751
2023-01-11 02:51:27.309999872,87.9402
2023-01-11 02:52:27.309999872,87.94024
2023-01-11 02:53:27.309999872,87.932014
2023-01-11 02:54:27.312000000,87.954
2023-01-11 02:55:27.312000000,87.93604
2023-01-11 02:56:27.309999872,87.94308
2023-01-11 02:57:27.309999872,87.950775
2023-01-11 02:58:27.309999872,87.95222
2023-01-11 02:59:27.309999872,87.95351
2023-01-11 03:00:27.309999872,87.94988
2023-01-11 03:01:27.309999872,87.93929
2023-01-11 03:02:27.309999872,87.952446
2023-01-11 03:03:27.309999872,87.93424
2023-01-11 03:04:27.309999872,87.949036
2023-01-11 03:05:27.309999872,87.95698
2023-01-11 03:06:27.309999872,87.946
2023-01-11 03:07:27.309999872,87.92169
2023-01-11 03:08:27.309999872,87.90721
2023-01-11 03:09:27.309999872,87.913506
2023-01-11 03:10:27.309999872,87.955475
2023-01-11 03:11:27.312999936,87.94521
2023-01-11 03:12:27.309999872,87.94848
2023-01-11 03:13:27.309999872,87.95728
2023-01-11 03:14:27.309999872,87.92479
2023-01-11 03:15:27.309999872,87.93478
2023-01-11 03:16:27.309999872,87.95225
2023-01-11 03:17:27.309999872,87.92097
2023-01-11 03:18:27.309999872,87.910324
2023-01-11 03:19:27.309999872,87.94296
2023-01-11 03:20:27.309999872,87.93509
2023-01-11 03:21:27.309999872,87.9204
2023-01-11 03:22:27.309999872,87.93905
2023-01-11 03:23:27.309999872,87.91395
2023-01-11 03:24:27.309999872,87.921
2023-01-11 03:25:27.309999872,87.9399
2023-01-11 03:26:27.309999872,87.923744
2023-01-11 03:27:27.309999872,87.92084
2023-01-11 03:28:27.309999872,87.927765
2023-01-11 03:29:27.309999872,87.920166
2023-01-11 03:30:27.309999872,87.88523
2023-01-11 03:31:27.309999872,87.9319
2023-01-11 03:32:27.309999872,87.903915
2023-01-11 03:33:27.309999872,87.90897
2023-01-11 03:34:27.309999872,87.93085
2023-01-11 03:35:27.309999872,87.923546
2023-01-11 03:36:27.309999872,87.92917
2023-01-11 03:37:27.309999872,87.94265
2023-01-11 03:38:27.309999872,87.93314
2023-01-11 03:39:27.309999872,87.91065
2023-01-11 03:40:27.309999872,87.913605
2023-01-11 03:41:27.309999872,87.90007
2023-01-11 03:42:27.309999872,87.91255
2023-01-11 03:43:27.309999872,87.91757
2023-01-11 03:44:27.309999872,87.92734
2023-01-11 03:45:27.309999872,87.898796
2023-01-11 03:46:27.309999872,87.9305
2023-01-11 03:47:27.309999872,87.92397
2023-01-11 03:48:27.309999872,87.88456
2023-01-11 03:49:27.309999872,87.90865
2023-01-11 03:50:27.309999872,87.90818
2023-01-11 03:51:27.309999872,87.89445
2023-01-11 03:52:27.309999872,87.90442
2023-01-11 03:53:27.312999936,87.91186
2023-01-11 03:54:27.309999872,87.888115
2023-01-11 03:55:27.309999872,87.911865
2023-01-11 03:56:27.309999872,87.88002
2023-01-11 03:57:27.309999872,87.912155
2023-01-11 03:58:27.309999872,87.913956
2023-01-11 03:59:27.309999872,87.887886
2023-01-11 04:00:27.309999872,87.88342
2023-01-11 04:01:27.309999872,87.8862
2023-01-11 04:02:27.309999872,87.8597
2023-01-11 04:03:27.309999872,87.892456
2023-01-11 04:04:27.309999872,87.91791
2023-01-11 04:05:27.309999872,87.88527
2023-01-11 04:06:27.309999872,87.891335
2023-01-11 04:07:27.309999872,87.89486
2023-01-11 04:08:27.309999872,87.904686
2023-01-11 04:09:27.309999872,87.88302
2023-01-11 04:10:27.309999872,87.887184
2023-01-11 04:11:27.309999872,87.87765
2023-01-11 04:12:27.309999872,87.90971
2023-01-11 04:13:27.309999872,87.906624
2023-01-11 04:14:27.309999872,87.8757
2023-01-11 04:15:27.309999872,87.88109
2023-01-11 04:16:27.309999872,87.88346
2023-01-11 04:17:27.313999872,87.85538
2023-01-11 04:18:27.309999872,87.895035
2023-01-11 04:19:27.313999872,87.91268
2023-01-11 04:20:27.309999872,87.878426
2023-01-11 04:21:27.312000000,87.85885
2023-01-11 04:22:27.309999872,87.88222
2023-01-11 04:23:27.309999872,87.7889
2023-01-11 04:24:27.309999872,87.86995
2023-01-11 04:25:27.309999872,87.884476
2023-01-11 04:26:27.309999872,87.871925
2023-01-11 04:27:27.309999872,87.86229
2023-01-11 04:28:27.309999872,87.85673
2023-01-11 04:29:27.309999872,87.8998
2023-01-11 04:30:27.309999872,87.87313
2023-01-11 04:31:27.309999872,87.890884
2023-01-11 04:32:27.309999872,87.862656
2023-01-11 04:33:27.309999872,87.89068
2023-01-11 04:34:27.309999872,87.87963
2023-01-11 04:35:27.309999872,87.90666
